서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일
23,탈북학생 교육지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=23,북한에서 남한으로 이주한 학생이 우리사회의 통합된 일원으로 적응하여통일 미래의 맞춤형 인재로 성장할 수 있도록 지원합니다.,탈북청소년교육지원센터 www.hub4u.or.kr,탈북청소년교육지원센터 043-530-9481,교육부,교육기회보장과,2021,2021-06-11
119,통신중계서비스 제공,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=119,"청각 또는 언어장애인이 전화로 의사소통을 할 수 있도록 중계사(문자, 수화)를 통해 통신중계서비스를 제공합니다.",손말이음센터 http://relaycall.or.kr 한국정보화진흥원 손말이음센터 www.relaycall.or.kr,손말이음센터 107,과학기술정보통신부,통신경쟁정책과,2021,2021-05-18
138,통합문화이용권,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=138,"경제적 여건 등으로 문화생활이 어려운 분들에게 문화 향유, 여행, 스포츠 관람 등을 이용할 수 있는 문화누리카드를 발급하여 문화활동을 지원합니다.",문화누리카드 www.mnuri.kr,문화누리카드 콜센터 1544-3412,문화체육관광부,문화정책과,2021,2021-03-31
343,특별현금급여(가족요양비),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=343,가족 등으로부터 방문요양에 상당한 장기요양급여를 받았을 때가족의 부담을 경감하기 위하여 가족요양비를 지급합니다.,국민건강보험공단 http://www.nhis.or.kr/,국민건강보험공단 고객센터 1577-1000,보건복지부,요양보험제도과,2021,2021-05-11
16439,평생교육바우처,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16439,저소득층 성인이 평생교육 기회를 가질 수 있도록 바우처를 지원합니다.,평생교육 바우처 http://www.lllcard.kr,평생교육 바우처 상담센터 1600-3005,교육부,평생학습정책과,2021,2021-05-11
165,폭력피해여성 주거지원 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=165,가정폭력과 성폭력의 피해를 입은 여성이 자립할 수 있도록   피해여성과 가족이 공동으로 생활할 수 있는 주거공간을 지원합니다.,여성긴급전화 www.womenhotline.or.kr,여성긴급전화 1366,여성가족부,권익보호과,2021,2021-04-27
235,표준모자보건수첩 제작 배부,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=235,"표준모자보건수첩을 제작하고 배부하여 예방접종, 각종 검진, 검사, 양육 등에 대한 정보를 제공하고, 관리할 수 있도록 지원합니다.",아이사랑보육포털 http://www.childcare.go.kr G-Health http://www.g-health.kr/ 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,출산정책과,2021,2021-04-16
113,풍수해보험료 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=113,풍수해로 인한 피해를 빠르고 공정하게 보상하기 위해 행정안전부가 주관하고 민간보험사가 판매하는 정책보험으로 보험 가입자가 부담해야 할 보험료의 일부를 정부가 지원하여 저렴한 보험료로 피해 보상을 받도록 합니다.,KB손해보험 http://www.kbinsure.co.kr DB손해보험 http://www.idbins.com/Index.jsp 현대해상 http://www.hi.co.kr 삼성화재 http://www.samsungfire.com NH농협손해보험 http://www.nhfire.co.kr,국가재난정보센터 02-2100-0793,행정안전부,재난보험과,2021,2021-05-16
81,학교 밖 청소년 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=81,"학교 밖 청소년의 개인적 수요와 특성을 고려한 상담·교육·직업체험 및 취업, 자립지원 프로그램을 제공하여 건강한 사회구성원으로 성장하도록 지원합니다.",학교 밖 청소년지원센터 홈페이지 www.kdream.or.kr,청소년상담 1388,여성가족부,학교밖청소년지원과,2021,2021-05-11
213,학교우유급식,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=213,"성장기에 있는 기초생활수급자와 차상위계층 등의 학생에게 학교 우유급식을 공급함으로써 체력 증진과 영양 불균형을 해소하고, 우유소비기반을 확대하여 낙농산업의 안정적 발전을 도모합니다.",농림축산식품부 www.mafra.go.kr,농림축산식품부 학교우유급식 담당 044-201-2341,농림축산식품부,축산경영과,2021,2021-06-14
157,학대피해아동 쉼터 설치 및 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=157,아동학대 신고접수 후 현장조사 등을 통해 아동이 분리보호가 필요하다고 판단될 경우 학대피해아동전용쉼터에 협조를 요청합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지부 콜센터 129,보건복지부,아동학대대응과,2019,2019-05-13
352,한부모가족 아동양육비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=352,한부모가족이나 조손가족이 가족의 기능을 유지하고 안정된 생활을 할 수 있도록 아동 양육비를 지원합니다.,여성가족부 http://www.mogef.go.kr/index.jsp,한부모 상담전화 1644-6621,여성가족부,가족지원과,2021,2021-04-09
82,한부모가족복지시설 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=82,저소득 한부모가족의 안정을 위해 일정기간 동안 주거를 지원합니다.,,각 시·도청 여성가족과 ,여성가족부,가족지원과,2021,2021-06-14
351,한부모가족자녀 교육비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=351,저소득 한부모가족 및 조손가족의 교육비(학비)를 지원합니다.,교육비 원클릭 신청 시스템 상담센터 https://oneclick.moe.go.kr,교육부 원클릭 신청 시스템 상담센터 1544-9654,교육부,교육복지정책과,2021,2021-06-10
152,한센인 피해자 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=152,"한센인 피해사건에 대한 진상을 파악하고, 피해자에게 의료지원과위로지원금을 지원하여 생활 안정을 도모합니다.",보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,질병정책과,2021,2021-06-08
283,해산급여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=283,수급자 가구의 임산부가 출산 예정이거나 출산한 경우에 해산비를 지급합니다.,보건복지부 http://www.mohw.go.kr,보건복지콜센터 129,보건복지부,기초생활보장과,2021,2021-05-14
12405,행복주택 공급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12405,"만 19~39세 청년, (예비)신혼부부, 한부모가족, 대학생 등 젊은층의 주거 안정을 위해 대중교통이 편리하거나 직주근접이 가능한 부지에 주변 시세보다 저렴한 임대주택을 공급합니다.",한국토지주택공사 http://www.lh.or.kr/ SH공사 홈페이지 http://www.i-sh.co.kr 국토교통부 http://www.molit.go.kr/happyhouse,국토교통부 1599-0001,국토교통부,공공주택총괄과,2020,2020-04-17
324,희귀질환자 의료비지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=324,희귀질환자 중 저소득층 건강보험가입자에게 의료비를 지원하여 경제적 부담을 낮춰드립니다.,희귀질환헬프라인 https://helpline.kdca.go.kr,"질병관리청 희귀질환관리과 043-719-8777, 8778",질병관리청,희귀질환관리과,2021,2021-05-14
12398,희망복지지원단 통합사례관리사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12398,자활하고자 하는 가구에게 맞춤형 서비스를 제공하여 안정적인 삶을 지원·지지하고 빈곤을 예방합니다.,복지로 http://www.bokjiro.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,지역복지과,2021,2021-04-08
